filename,unique_im,stim_pos_name,stim_pos,super_cat_name,super_cat,basic_cat_name,basic_cat,sub_cat_name,sub_cat,affordance_name,affordance_cat,is_specialcore,is_lure
shared0358_nsd27243/easy_add.png,330,center,3,animal,2,indoor,1,left,1,greet,1,0,0
shared0334_nsd25703/easy_remove.png,331,center,3,animal,2,outdoor,2,left,1,observe,4,0,0
shared0334_nsd25703/hard_remove.png,332,center,3,animal,2,outdoor,2,left,1,observe,4,0,0
shared0334_nsd25703/hard_add.png,333,center,3,animal,2,outdoor,2,left,1,observe,4,0,0
shared0334_nsd25703/easy_add.png,334,center,3,animal,2,outdoor,2,left,1,observe,4,0,0
shared0557_nsd42127/easy_remove.png,335,center,3,animal,2,indoor,1,center,2,greet,1,0,0
shared0557_nsd42127/hard_remove.png,336,center,3,animal,2,indoor,1,center,2,greet,1,0,0
shared0557_nsd42127/hard_add.png,337,center,3,animal,2,indoor,1,center,2,greet,1,0,0
shared0557_nsd42127/easy_add.png,338,center,3,animal,2,indoor,1,center,2,greet,1,0,0
shared0269_nsd22139/easy_remove.png,339,center,3,animal,2,outdoor,2,center,2,observe,4,0,0
shared0269_nsd22139/hard_remove.png,340,center,3,animal,2,outdoor,2,center,2,observe,4,0,0
shared0269_nsd22139/hard_add.png,341,center,3,animal,2,outdoor,2,center,2,observe,4,0,0
shared0269_nsd22139/easy_add.png,342,center,3,animal,2,outdoor,2,center,2,observe,4,0,0
shared0474_nsd35987/easy_remove.png,343,center,3,animal,2,indoor,1,right,3,greet,1,0,0
shared0474_nsd35987/hard_remove.png,344,center,3,animal,2,indoor,1,right,3,greet,1,0,0
shared0474_nsd35987/hard_add.png,345,center,3,animal,2,indoor,1,right,3,greet,1,0,0
shared0474_nsd35987/easy_add.png,346,center,3,animal,2,indoor,1,right,3,greet,1,0,0
shared0042_nsd05107/easy_remove.png,347,center,3,animal,2,outdoor,2,right,3,observe,4,0,0
shared0042_nsd05107/hard_remove.png,348,center,3,animal,2,outdoor,2,right,3,observe,4,0,0
shared0042_nsd05107/hard_add.png,349,center,3,animal,2,outdoor,2,right,3,observe,4,0,0
shared0042_nsd05107/easy_add.png,350,center,3,animal,2,outdoor,2,right,3,observe,4,0,0
shared0692_nsd50654/easy_remove.png,351,center,3,object,3,indoor,1,left,1,grasp,2,0,0
shared0692_nsd50654/hard_remove.png,352,center,3,object,3,indoor,1,left,1,grasp,2,0,0
shared0692_nsd50654/hard_add.png,353,center,3,object,3,indoor,1,left,1,grasp,2,0,0
shared0692_nsd50654/easy_add.png,354,center,3,object,3,indoor,1,left,1,grasp,2,0,0
shared0194_nsd16345/easy_remove.png,355,center,3,object,3,outdoor,2,left,1,walk,3,0,0
shared0194_nsd16345/hard_remove.png,356,center,3,object,3,outdoor,2,left,1,walk,3,0,0
shared0194_nsd16345/hard_add.png,357,center,3,object,3,outdoor,2,left,1,walk,3,0,0
shared0194_nsd16345/easy_add.png,358,center,3,object,3,outdoor,2,left,1,walk,3,0,0
shared0045_nsd05302/easy_remove.png,359,center,3,object,3,indoor,1,center,2,grasp,2,0,0
shared0045_nsd05302/hard_remove.png,360,center,3,object,3,indoor,1,center,2,grasp,2,0,0
shared0045_nsd05302/hard_add.png,361,center,3,object,3,indoor,1,center,2,grasp,2,0,0
shared0045_nsd05302/easy_add.png,362,center,3,object,3,indoor,1,center,2,grasp,2,0,0
shared0988_nsd71754/easy_remove.png,363,center,3,object,3,outdoor,2,center,2,observe,4,0,0
shared0988_nsd71754/hard_remove.png,364,center,3,object,3,outdoor,2,center,2,observe,4,0,0
shared0988_nsd71754/hard_add.png,365,center,3,object,3,outdoor,2,center,2,observe,4,0,0
shared0988_nsd71754/easy_add.png,366,center,3,object,3,outdoor,2,center,2,observe,4,0,0
shared0377_nsd28342/easy_remove.png,367,center,3,object,3,indoor,1,right,3,grasp,2,0,0
shared0377_nsd28342/hard_remove.png,368,center,3,object,3,indoor,1,right,3,grasp,2,0,0
shared0377_nsd28342/hard_add.png,369,center,3,object,3,indoor,1,right,3,grasp,2,0,0
shared0377_nsd28342/easy_add.png,370,center,3,object,3,indoor,1,right,3,grasp,2,0,0
shared0937_nsd68024/easy_remove.png,371,center,3,object,3,outdoor,2,right,3,walk,3,0,0
shared0937_nsd68024/hard_remove.png,372,center,3,object,3,outdoor,2,right,3,walk,3,0,0
shared0937_nsd68024/hard_add.png,373,center,3,object,3,outdoor,2,right,3,walk,3,0,0
shared0937_nsd68024/easy_add.png,374,center,3,object,3,outdoor,2,right,3,walk,3,0,0
shared0930_nsd67238/easy_remove.png,375,center,3,food,4,indoor,1,left,1,grasp,2,0,0
shared0930_nsd67238/hard_remove.png,376,center,3,food,4,indoor,1,left,1,grasp,2,0,0
shared0930_nsd67238/hard_add.png,377,center,3,food,4,indoor,1,left,1,grasp,2,0,0
shared0930_nsd67238/easy_add.png,378,center,3,food,4,indoor,1,left,1,grasp,2,0,0
shared0516_nsd39059/easy_remove.png,379,center,3,food,4,outdoor,2,left,1,grasp,2,0,0
shared0516_nsd39059/hard_remove.png,380,center,3,food,4,outdoor,2,left,1,grasp,2,0,0
shared0516_nsd39059/hard_add.png,381,center,3,food,4,outdoor,2,left,1,grasp,2,0,0
shared0516_nsd39059/easy_add.png,382,center,3,food,4,outdoor,2,left,1,grasp,2,0,0
shared0867_nsd62961/easy_remove.png,383,center,3,food,4,indoor,1,center,2,grasp,2,0,0
shared0867_nsd62961/hard_remove.png,384,center,3,food,4,indoor,1,center,2,grasp,2,0,0
shared0867_nsd62961/hard_add.png,385,center,3,food,4,indoor,1,center,2,grasp,2,0,0
shared0867_nsd62961/easy_add.png,386,center,3,food,4,indoor,1,center,2,grasp,2,0,0
shared0725_nsd52932/easy_remove.png,387,center,3,food,4,outdoor,2,center,2,grasp,2,0,0
shared0725_nsd52932/hard_remove.png,388,center,3,food,4,outdoor,2,center,2,grasp,2,0,0
shared0725_nsd52932/hard_add.png,389,center,3,food,4,outdoor,2,center,2,grasp,2,0,0
shared0725_nsd52932/easy_add.png,390,center,3,food,4,outdoor,2,center,2,grasp,2,0,0
shared0854_nsd61973/easy_remove.png,391,center,3,food,4,indoor,1,right,3,grasp,2,0,0
shared0854_nsd61973/hard_remove.png,392,center,3,food,4,indoor,1,right,3,grasp,2,0,0
shared0854_nsd61973/hard_add.png,393,center,3,food,4,indoor,1,right,3,grasp,2,0,0
shared0854_nsd61973/easy_add.png,394,center,3,food,4,indoor,1,right,3,grasp,2,0,0
shared0452_nsd33814/easy_remove.png,395,center,3,food,4,outdoor,2,right,3,observe,4,0,0
shared0452_nsd33814/hard_remove.png,396,center,3,food,4,outdoor,2,right,3,observe,4,0,0
shared0452_nsd33814/hard_add.png,397,center,3,food,4,outdoor,2,right,3,observe,4,0,0
shared0452_nsd33814/easy_add.png,398,center,3,food,4,outdoor,2,right,3,observe,4,0,0
shared0674_nsd49077/easy_remove.png,399,center,3,place,5,indoor,1,left,1,walk,3,0,0
shared0674_nsd49077/hard_remove.png,400,center,3,place,5,indoor,1,left,1,walk,3,0,0
shared0674_nsd49077/hard_add.png,401,center,3,place,5,indoor,1,left,1,walk,3,0,0
shared0674_nsd49077/easy_add.png,402,center,3,place,5,indoor,1,left,1,walk,3,0,0
shared0380_nsd28488/easy_remove.png,403,center,3,place,5,outdoor,2,left,1,observe,4,0,0
shared0380_nsd28488/hard_remove.png,404,center,3,place,5,outdoor,2,left,1,observe,4,0,0
shared0380_nsd28488/hard_add.png,405,center,3,place,5,outdoor,2,left,1,observe,4,0,0
shared0380_nsd28488/easy_add.png,406,center,3,place,5,outdoor,2,left,1,observe,4,0,0
shared0926_nsd67046/easy_remove.png,407,center,3,place,5,indoor,1,center,2,walk,3,0,0
shared0926_nsd67046/hard_remove.png,408,center,3,place,5,indoor,1,center,2,walk,3,0,0
shared0926_nsd67046/hard_add.png,409,center,3,place,5,indoor,1,center,2,walk,3,0,0
shared0926_nsd67046/easy_add.png,410,center,3,place,5,indoor,1,center,2,walk,3,0,0
shared0005_nsd03147/easy_remove.png,411,center,3,place,5,outdoor,2,center,2,walk,3,0,0
shared0005_nsd03147/hard_remove.png,412,center,3,place,5,outdoor,2,center,2,walk,3,0,0
shared0005_nsd03147/hard_add.png,413,center,3,place,5,outdoor,2,center,2,walk,3,0,0
shared0005_nsd03147/easy_add.png,414,center,3,place,5,outdoor,2,center,2,walk,3,0,0
shared0130_nsd10908/easy_remove.png,415,center,3,place,5,indoor,1,right,3,walk,3,0,0
shared0130_nsd10908/hard_remove.png,416,center,3,place,5,indoor,1,right,3,walk,3,0,0
shared0130_nsd10908/hard_add.png,417,center,3,place,5,indoor,1,right,3,walk,3,0,0
shared0130_nsd10908/easy_add.png,418,center,3,place,5,indoor,1,right,3,walk,3,0,0
shared0495_nsd37737/easy_remove.png,419,center,3,place,5,outdoor,2,right,3,walk,3,0,0
shared0495_nsd37737/hard_remove.png,420,center,3,place,5,outdoor,2,right,3,walk,3,0,0
shared0495_nsd37737/hard_add.png,421,center,3,place,5,outdoor,2,right,3,walk,3,0,0
shared0495_nsd37737/easy_add.png,422,center,3,place,5,outdoor,2,right,3,walk,3,0,0
shared0426_nsd31748/nsd24704_lure01.png,1363,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0426_nsd31748/nsd24913_lure02.png,1364,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0426_nsd31748/nsd24889_lure03.png,1365,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0426_nsd31748/nsd16084_lure04.png,1366,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0968_nsd70194/nsd30681_lure01.png,1367,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0968_nsd70194/nsd39535_lure02.png,1368,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0968_nsd70194/nsd8057_lure03.png,1369,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0968_nsd70194/nsd27913_lure04.png,1370,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0030_nsd04424/nsd20756_lure01.png,1371,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0030_nsd04424/nsd7568_lure02.png,1372,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0030_nsd04424/nsd28889_lure03.png,1373,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0030_nsd04424/nsd25536_lure04.png,1374,center,3,human,1,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0334_nsd25703/nsd70281_lure01.png,1375,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0334_nsd25703/nsd17122_lure02.png,1376,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0334_nsd25703/nsd67668_lure03.png,1377,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0334_nsd25703/nsd12384_lure04.png,1378,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0269_nsd22139/nsd63990_lure01.png,1379,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0269_nsd22139/nsd50019_lure02.png,1380,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0269_nsd22139/nsd67481_lure03.png,1381,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0269_nsd22139/nsd13145_lure04.png,1382,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0474_nsd35987/nsd8142_lure01.png,1383,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0474_nsd35987/nsd8455_lure02.png,1384,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0474_nsd35987/nsd13309_lure03.png,1385,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0474_nsd35987/nsd39595_lure04.png,1386,center,3,animal,2,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0194_nsd16345/nsd48489_lure01.png,1387,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0194_nsd16345/nsd8140_lure02.png,1388,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0194_nsd16345/nsd16105_lure03.png,1389,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0194_nsd16345/nsd858_lure04.png,1390,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0045_nsd05302/nsd58751_lure01.png,1391,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0045_nsd05302/nsd55469_lure02.png,1392,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0045_nsd05302/nsd28008_lure03.png,1393,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0045_nsd05302/nsd7598_lure04.png,1394,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0377_nsd28342/nsd59111_lure01.png,1395,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0377_nsd28342/nsd36342_lure02.png,1396,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0377_nsd28342/nsd64126_lure03.png,1397,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0377_nsd28342/nsd57448_lure04.png,1398,center,3,object,3,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0930_nsd67238/nsd19829_lure01.png,1399,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0930_nsd67238/nsd35848_lure02.png,1400,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0930_nsd67238/nsd70246_lure03.png,1401,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0930_nsd67238/nsd51556_lure04.png,1402,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0867_nsd62961/nsd35760_lure01.png,1403,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0867_nsd62961/nsd11078_lure02.png,1404,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0867_nsd62961/nsd41835_lure03.png,1405,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0867_nsd62961/nsd1103_lure04.png,1406,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0452_nsd33814/nsd4788_lure01.png,1407,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0452_nsd33814/nsd59755_lure02.png,1408,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0452_nsd33814/nsd49488_lure03.png,1409,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0452_nsd33814/nsd51719_lure04.png,1410,center,3,food,4,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0380_nsd28488/nsd50605_lure01.png,1411,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0380_nsd28488/nsd2937_lure02.png,1412,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0380_nsd28488/nsd25813_lure03.png,1413,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0380_nsd28488/nsd40887_lure04.png,1414,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0926_nsd67046/nsd49_lure01.png,1415,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0926_nsd67046/nsd28789_lure02.png,1416,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0926_nsd67046/nsd10265_lure03.png,1417,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0926_nsd67046/nsd50926_lure04.png,1418,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0495_nsd37737/nsd1496_lure01.png,1419,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0495_nsd37737/nsd12497_lure02.png,1420,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0495_nsd37737/nsd18925_lure03.png,1421,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
shared0495_nsd37737/nsd52085_lure04.png,1422,center,3,place,5,NaN,NaN,NaN,NaN,NaN,NaN,0,1
